name,price,date,time,change,open,high,low,volume
"CHIPS",37.41,"6/11/2007","11:21am",0.09,37.07,37.43,37.05,8394078
"COCONUT",31.06,"6/11/2007","11:21am",0.06,31.0,31.62,30.9,5321979
"COFFEE",37.72,"6/11/2007","11:21am",-0.23,37.78,37.83,37.62,2989469
"CELL",56.98,"6/11/2007","11:21am",-0.4,57.25,57.4,56.91,1018183
"COOKIES",46.01,"6/11/2007","11:21am",0.31,45.8,46.29,45.46,3347656
"DEODRANT",103.27,"6/11/2007","11:21am",0.2,102.87,103.63,102.5,1635600
"EGGS",21.93,"6/11/2007","11:26am",0.1,21.7,21.98,21.69,15018868
"FRESHNER",62.58,"6/11/2007","11:21am",0.45,62.89,62.89,62.15,2706422
"GRAPES",50.3,"6/11/2007","11:21am",-0.11,50.41,50.55,50.05,2419700
"MILK",51.45,"6/11/2007","11:20am",-0.22,51.67,51.82,51.32,5160942
"MINT",51.46,"6/11/2007","11:20am",0.05,51.47,51.62,50.98,1812914
"OIL",85.47,"6/11/2007","11:21am",-0.47,85.94,85.98,85.41,710100
"MAT",70.2,"6/11/2007","11:21am",-0.1,70.25,70.3,69.76,2517457
"ONIONS",50.48,"6/11/2007","11:21am",0.34,50.3,50.64,50.04,3625200
"PASTE",30.07,"6/11/2007","11:26am",0.02,30.05,30.25,29.93,16343142
"PEPPER",26.349,"6/11/2007","11:21am",-0.171,26.5,26.53,26.31,6275846
"SOAP",62.98,"6/11/2007","11:21am",-0.09,62.8,63.12,62.75,2075846
"TEA",39.99,"6/11/2007","11:21am",-0.27,40.2,40.25,39.89,4085900
"TISSUES",69.76,"6/11/2007","11:21am",-0.47,69.85,70.2,69.51,714000
"TOMATOES",43.16,"6/11/2007","11:20am",0.09,42.95,43.2,42.89,2522445
"TOWEL",49.63,"6/11/2007","11:21am",-0.45,49.9,50.0,49.55,3096833
"YOGURT",82.91,"6/11/2007","11:21am",0.23,82.68,83.11,82.35,3880100
"ALMOND",39.5,"6/11/2007","11:26am",-0.16,39.67,40.18,39.43,1352980
"BREAD",71.37,"6/11/2007","11:26am",-0.16,71.29,71.6,71.15,1345042
"APPLES",63.03,"6/11/2007","11:26am",-0.01,62.79,63.12,62.42,1654030
"BANANA",98.06,"6/11/2007","11:26am",-0.13,98.25,98.79,97.74,817500
"BUNS",53.24,"6/11/2007","11:26am",-0.09,53.2,53.26,52.81,3004394
"BUTTER",78.75,"6/11/2007","11:26am",0.23,78.32,78.99,78.06,1112652
"CHEESE",50.8,"6/11/2007","11:26am",-0.33,51.13,51.21,50.59,1443900
"CHERRIES",34.22,"6/11/2007","11:25am",0.02,34.28,34.44,34.12,1977950
"CHIPS",37.400999999999996,"6/11/2007","11:26am",0.081,37.07,37.43,37.05,8549378
"COCONUT",31.18,"6/11/2007","11:26am",0.18,31.0,31.62,30.9,5486579
"COFFEE",37.74,"6/11/2007","11:26am",-0.21,37.78,37.83,37.62,3055769
"CELL",57.03,"6/11/2007","11:26am",-0.35,57.25,57.4,56.91,1098842
"COOKIES",46.0,"6/11/2007","11:26am",0.3,45.8,46.29,45.46,3418156
"DEODRANT",103.33,"6/11/2007","11:26am",0.26,102.87,103.63,102.5,1657200
"EGGS",21.94,"6/11/2007","11:31am",0.11,21.7,21.98,21.69,15378550
"FRESHNER",62.59,"6/11/2007","11:26am",0.46,62.89,62.89,62.15,2772722
"GRAPES",50.38,"6/11/2007","11:26am",-0.03,50.41,50.55,50.05,2481600
"MILK",51.45,"6/11/2007","11:26am",-0.22,51.67,51.82,51.32,5180942
"MINT",51.49,"6/11/2007","11:26am",0.08,51.47,51.62,50.98,1867514
"OIL",85.45,"6/11/2007","11:25am",-0.49,85.94,85.98,85.39,738400
"MAT",70.21,"6/11/2007","11:26am",-0.09,70.25,70.3,69.76,2582357
"ONIONS",50.55,"6/11/2007","11:26am",0.41,50.3,50.64,50.04,3773900
"PASTE",30.05,"6/11/2007","11:31am",0.0,30.05,30.25,29.93,16793888
"PEPPER",26.34,"6/11/2007","11:26am",-0.18,26.5,26.53,26.31,6551746
"SOAP",62.99,"6/11/2007","11:26am",-0.08,62.8,63.12,62.75,2114846
"TEA",40.06,"6/11/2007","11:26am",-0.2,40.2,40.25,39.89,4212600
"TISSUES",69.73,"6/11/2007","11:25am",-0.5,69.85,70.2,69.51,725600
"TOMATOES",43.16,"6/11/2007","11:26am",0.09,42.95,43.2,42.89,2595445
"TOWEL",49.64,"6/11/2007","11:25am",-0.44,49.9,50.0,49.55,3167033
"YOGURT",82.89,"6/11/2007","11:26am",0.21,82.68,83.11,82.35,4029000
"ALMOND",39.47,"6/11/2007","11:31am",-0.19,39.67,40.18,39.43,1409980
"BREAD",71.48,"6/11/2007","11:31am",-0.05,71.29,71.6,71.15,1424042
"APPLES",63.07,"6/11/2007","11:30am",0.03,62.79,63.14,62.42,1695430
"BANANA",98.0,"6/11/2007","11:31am",-0.19,98.25,98.79,97.74,865400
"BUNS",53.31,"6/11/2007","11:31am",-0.02,53.2,53.31,52.81,3119094
"BUTTER",78.72,"6/11/2007","11:31am",0.2,78.32,78.99,78.06,1140252
"CHEESE",50.75,"6/11/2007","11:31am",-0.38,51.13,51.21,50.59,1474900
"CHERRIES",34.2,"6/11/2007","11:30am",0.0,34.28,34.44,34.12,2013250
"CHIPS",37.41,"6/11/2007","11:31am",0.09,37.07,37.44,37.05,8715001
"COCONUT",31.23,"6/11/2007","11:31am",0.23,31.0,31.62,30.9,5548179
"COFFEE",37.72,"6/11/2007","11:30am",-0.23,37.78,37.83,37.62,3183869
"CELL",57.01,"6/11/2007","11:31am",-0.37,57.25,57.4,56.91,1290742
"COOKIES",45.99,"6/11/2007","11:31am",0.29,45.8,46.29,45.46,3514456
"DEODRANT",103.31,"6/11/2007","11:31am",0.24,102.87,103.63,102.5,1841300
"EGGS",21.94,"6/11/2007","11:36am",0.11,21.7,21.98,21.69,15795668
"FRESHNER",62.59,"6/11/2007","11:31am",0.46,62.89,62.89,62.15,2811022
"GRAPES",50.41,"6/11/2007","11:30am",0.0,50.41,50.55,50.05,2553800
"MILK",51.45,"6/11/2007","11:30am",-0.22,51.67,51.82,51.32,5207142
"MINT",51.47,"6/11/2007","11:30am",0.06,51.47,51.62,50.98,1913314
"OIL",85.41,"6/11/2007","11:31am",-0.53,85.94,85.98,85.39,805100
"MAT",70.36,"6/11/2007","11:31am",0.06,70.25,70.36,69.76,2672857
"ONIONS",50.55,"6/11/2007","11:31am",0.41,50.3,50.64,50.04,3841500
"PASTE",30.09,"6/11/2007","11:36am",0.04,30.05,30.25,29.93,17107810
"PEPPER",26.35,"6/11/2007","11:31am",-0.17,26.5,26.53,26.31,6720346
"SOAP",62.98,"6/11/2007","11:31am",-0.09,62.8,63.12,62.75,2155746
"TEA",40.07,"6/11/2007","11:31am",-0.19,40.2,40.25,39.89,4436800
"TISSUES",69.74,"6/11/2007","11:31am",-0.49,69.85,70.2,69.51,757000
"TOMATOES",43.18,"6/11/2007","11:31am",0.11,42.95,43.22,42.89,2918545
"TOWEL",49.66,"6/11/2007","11:31am",-0.42,49.9,50.0,49.55,3258333
"YOGURT",82.92,"6/11/2007","11:31am",0.24,82.68,83.11,82.35,4163200
"ALMOND",39.5,"6/11/2007","11:36am",-0.16,39.67,40.18,39.43,1444680
"BREAD",71.48,"6/11/2007","11:35am",-0.05,71.29,71.6,71.15,1468642
"APPLES",63.0703,"6/11/2007","11:35am",0.0303,62.79,63.14,62.42,1717830
"BANANA",98.0028,"6/11/2007","11:36am",-0.1872,98.25,98.79,97.74,951000
"BUNS",53.34,"6/11/2007","11:36am",0.01,53.2,53.37,52.81,3207894
"BUTTER",78.66,"6/11/2007","11:36am",0.14,78.32,78.99,78.06,1150952
"CHEESE",50.73,"6/11/2007","11:36am",-0.4,51.13,51.21,50.59,1500000
"CHERRIES",34.19,"6/11/2007","11:36am",-0.01,34.28,34.44,34.12,2167150
"CHIPS",37.38,"6/11/2007","11:36am",0.06,37.07,37.44,37.05,9041801
"COCONUT",31.25,"6/11/2007","11:35am",0.25,31.0,31.62,30.9,5608979
"COFFEE",37.75,"6/11/2007","11:36am",-0.2,37.78,37.83,37.62,3269369
"CELL",56.98,"6/11/2007","11:36am",-0.4,57.25,57.4,56.91,1330742
"COOKIES",45.94,"6/11/2007","11:36am",0.24,45.8,46.29,45.46,3621556
"DEODRANT",103.28,"6/11/2007","11:36am",0.21,102.87,103.63,102.5,1859400
"EGGS",21.97,"6/11/2007","11:41am",0.14,21.7,21.98,21.69,16127869
"FRESHNER",62.56,"6/11/2007","11:35am",0.43,62.89,62.89,62.15,2852322
"GRAPES",50.43,"6/11/2007","11:36am",0.02,50.41,50.55,50.05,2656300
"MILK",51.4,"6/11/2007","11:36am",-0.27,51.67,51.82,51.32,5232342
"MINT",51.47,"6/11/2007","11:35am",0.06,51.47,51.62,50.98,1953314
"OIL",85.43,"6/11/2007","11:35am",-0.51,85.94,85.98,85.39,828900
"MAT",70.39,"6/11/2007","11:35am",0.09,70.25,70.48,69.76,2823257
"ONIONS",50.551,"6/11/2007","11:36am",0.41100000000000003,50.3,50.64,50.04,3911800
"PASTE",30.11,"6/11/2007","11:41am",0.06,30.05,30.25,29.93,17353272
"PEPPER",26.38,"6/11/2007","11:36am",-0.14,26.5,26.53,26.31,6992796
"SOAP",62.93,"6/11/2007","11:35am",-0.14,62.8,63.12,62.75,2196846
"TEA",40.03,"6/11/2007","11:35am",-0.23,40.2,40.25,39.89,4610000
"TISSUES",69.77,"6/11/2007","11:35am",-0.46,69.85,70.2,69.51,788900
"TOMATOES",43.18,"6/11/2007","11:35am",0.11,42.95,43.22,42.89,2997845
"TOWEL",49.74,"6/11/2007","11:36am",-0.34,49.9,50.0,49.55,3415433
"YOGURT",83.04,"6/11/2007","11:36am",0.36,82.68,83.11,82.35,4297200
"ALMOND",39.53,"6/11/2007","11:41am",-0.13,39.67,40.18,39.43,1481180
"BREAD",71.53,"6/11/2007","11:41am",0.0,71.29,71.6,71.15,1498042
"APPLES",63.07,"6/11/2007","11:41am",0.03,62.79,63.14,62.42,1760630
"BANANA",98.06,"6/11/2007","11:41am",-0.13,98.25,98.79,97.74,968400
"BUNS",53.41,"6/11/2007","11:41am",0.08,53.2,53.41,52.81,3275394
"BUTTER",78.72,"6/11/2007","11:41am",0.2,78.32,78.99,78.06,1165852
"CHEESE",50.77,"6/11/2007","11:41am",-0.36,51.13,51.21,50.59,1523000
"CHERRIES",34.19,"6/11/2007","11:41am",-0.01,34.28,34.44,34.12,2223450
"CHIPS",37.42,"6/11/2007","11:41am",0.1,37.07,37.44,37.05,9239801
"COCONUT",31.3,"6/11/2007","11:41am",0.3,31.0,31.62,30.9,5699079
"COFFEE",37.75,"6/11/2007","11:41am",-0.2,37.78,37.83,37.62,3307869
"CELL",56.99,"6/11/2007","11:41am",-0.39,57.25,57.4,56.91,1376642
"COOKIES",45.96,"6/11/2007","11:41am",0.26,45.8,46.29,45.46,3706756
"DEODRANT",103.44,"6/11/2007","11:41am",0.37,102.87,103.63,102.5,1880700
"EGGS",21.97,"6/11/2007","11:45am",0.14,21.7,21.98,21.69,16406027
"FRESHNER",62.64,"6/11/2007","11:41am",0.51,62.89,62.89,62.15,2899022
"GRAPES",50.5,"6/11/2007","11:41am",0.09,50.41,50.55,50.05,2715800
"MILK",51.45,"6/11/2007","11:41am",-0.22,51.67,51.82,51.32,5260042
"MINT",51.49,"6/11/2007","11:40am",0.08,51.47,51.62,50.98,2029314
"OIL",85.52,"6/11/2007","11:41am",-0.42,85.94,85.98,85.39,843500
"MAT",70.47,"6/11/2007","11:41am",0.17,70.25,70.5,69.76,3705557
"ONIONS",50.65,"6/11/2007","11:41am",0.51,50.3,50.65,50.04,4091400
"PASTE",30.135,"6/11/2007","11:46am",0.085,30.05,30.25,29.93,17741848
"PEPPER",26.42,"6/11/2007","11:41am",-0.1,26.5,26.53,26.31,7347396
"SOAP",63.0,"6/11/2007","11:41am",-0.07,62.8,63.12,62.75,2256146
"TEA",40.09,"6/11/2007","11:41am",-0.17,40.2,40.25,39.89,4805400
"TISSUES",69.82,"6/11/2007","11:40am",-0.41,69.85,70.2,69.51,796500
"TOMATOES",43.23,"6/11/2007","11:40am",0.16,42.95,43.23,42.89,3077145
"TOWEL",49.81,"6/11/2007","11:41am",-0.27,49.9,50.0,49.55,3532333
"YOGURT",83.18,"6/11/2007","11:41am",0.5,82.68,83.18,82.35,4455700
"ALMOND",39.54,"6/11/2007","11:46am",-0.12,39.67,40.18,39.43,1499880
"BREAD",71.59,"6/11/2007","11:45am",0.06,71.29,71.61,71.15,1522942
"APPLES",63.09,"6/11/2007","11:46am",0.05,62.79,63.14,62.42,1799530
"BANANA",98.01,"6/11/2007","11:46am",-0.18,98.25,98.79,97.74,1016800
"BUNS",53.48,"6/11/2007","11:46am",0.15,53.2,53.52,52.81,3465694
"BUTTER",78.7346,"6/11/2007","11:45am",0.2146,78.32,78.99,78.06,1189152
"CHEESE",50.72,"6/11/2007","11:46am",-0.41,51.13,51.21,50.59,1542800
"CHERRIES",34.202,"6/11/2007","11:46am",0.002,34.28,34.44,34.12,2263250
"CHIPS",37.43,"6/11/2007","11:46am",0.11,37.07,37.44,37.05,9402901
"COCONUT",31.3,"6/11/2007","11:46am",0.3,31.0,31.62,30.9,5791779
"COFFEE",37.74,"6/11/2007","11:46am",-0.21,37.78,37.83,37.62,3438769
"CELL",57.01,"6/11/2007","11:45am",-0.37,57.25,57.4,56.91,1411942
"COOKIES",45.99,"6/11/2007","11:46am",0.29,45.8,46.29,45.46,3780456
"DEODRANT",103.53,"6/11/2007","11:46am",0.46,102.87,103.63,102.5,1931500
"EGGS",21.98,"6/11/2007","11:51am",0.15,21.7,21.98,21.69,16615722
"FRESHNER",62.64,"6/11/2007","11:45am",0.51,62.89,62.89,62.15,2931522
"GRAPES",50.52,"6/11/2007","11:46am",0.11,50.41,50.55,50.05,2820200
"MILK",51.48,"6/11/2007","11:45am",-0.19,51.67,51.82,51.32,5289842
"MINT",51.54,"6/11/2007","11:45am",0.13,51.47,51.62,50.98,2063014
"OIL",85.53,"6/11/2007","11:46am",-0.41,85.94,85.98,85.39,860900
"MAT",70.3,"6/11/2007","11:46am",0.0,70.25,70.5,69.76,3796557
"ONIONS",50.73,"6/11/2007","11:46am",0.59,50.3,50.74,50.04,4201600
"PASTE",30.1603,"6/11/2007","11:50am",0.1103,30.05,30.25,29.93,18232994
"PEPPER",26.43,"6/11/2007","11:46am",-0.09,26.5,26.53,26.31,7612046
"SOAP",62.95,"6/11/2007","11:45am",-0.12,62.8,63.12,62.75,2315446
"TEA",40.14,"6/11/2007","11:46am",-0.12,40.2,40.25,39.89,4928500
"TISSUES",69.83,"6/11/2007","11:46am",-0.4,69.85,70.2,69.51,808300
"TOMATOES",43.25,"6/11/2007","11:45am",0.18,42.95,43.26,42.89,3194645
"TOWEL",49.81,"6/11/2007","11:46am",-0.27,49.9,50.0,49.55,3691733
"YOGURT",83.2,"6/11/2007","11:46am",0.52,82.68,83.25,82.35,4596200
"ALMOND",39.59,"6/11/2007","11:51am",-0.07,39.67,40.18,39.43,1549580
"BREAD",71.62,"6/11/2007","11:51am",0.09,71.29,71.68,71.15,1587442
"APPLES",63.09,"6/11/2007","11:51am",0.05,62.79,63.19,62.42,1825430
"BANANA",97.98,"6/11/2007","11:50am",-0.21,98.25,98.79,97.74,1036600
"BUNS",53.52,"6/11/2007","11:50am",0.19,53.2,53.57,52.81,3665594
"BUTTER",78.78,"6/11/2007","11:51am",0.26,78.32,78.99,78.06,1234052
"CHEESE",50.74,"6/11/2007","11:51am",-0.39,51.13,51.21,50.59,1579200
"CHERRIES",34.23,"6/11/2007","11:51am",0.03,34.28,34.44,34.12,2335050
"CHIPS",37.469,"6/11/2007","11:51am",0.149,37.07,37.48,37.05,9637101
"COCONUT",31.31,"6/11/2007","11:50am",0.31,31.0,31.62,30.9,5900779
"COFFEE",37.77,"6/11/2007","11:51am",-0.18,37.78,37.83,37.62,3574469
"CELL",56.99,"6/11/2007","11:50am",-0.39,57.25,57.4,56.91,1469142
"COOKIES",46.0616,"6/11/2007","11:50am",0.3616,45.8,46.29,45.46,3886556
"DEODRANT",103.7,"6/11/2007","11:51am",0.63,102.87,103.71,102.5,1993700
"EGGS",22.01,"6/11/2007","11:56am",0.18,21.7,22.01,21.69,17848980
"FRESHNER",62.718999999999994,"6/11/2007","11:51am",0.589,62.89,62.89,62.15,3194722
"GRAPES",50.53,"6/11/2007","11:51am",0.12,50.41,50.55,50.05,2963700
"MILK",51.5,"6/11/2007","11:50am",-0.17,51.67,51.82,51.32,5313142
"MINT",51.52,"6/11/2007","11:51am",0.11,51.47,51.62,50.98,2105814
"OIL",85.53,"6/11/2007","11:50am",-0.41,85.94,85.98,85.39,879300
"MAT",70.43,"6/11/2007","11:50am",0.13,70.25,70.5,69.76,3873057
"ONIONS",50.78,"6/11/2007","11:51am",0.64,50.3,50.87,50.04,4316300
"PASTE",30.18,"6/11/2007","11:56am",0.13,30.05,30.25,29.93,18458900
"PEPPER",26.5,"6/11/2007","11:51am",-0.02,26.5,26.53,26.31,7882446
"SOAP",63.04,"6/11/2007","11:50am",-0.03,62.8,63.12,62.75,2384246
"TEA",40.15,"6/11/2007","11:51am",-0.11,40.2,40.25,39.89,5143600
"TISSUES",69.85,"6/11/2007","11:50am",-0.38,69.85,70.2,69.51,824600
"TOMATOES",43.29,"6/11/2007","11:51am",0.22,42.95,43.3,42.89,3253445
"TOWEL",49.84,"6/11/2007","11:51am",-0.24,49.9,50.0,49.55,3812233
"YOGURT",83.26,"6/11/2007","11:51am",0.58,82.68,83.35,82.35,4722700
"ALMOND",39.62,"6/11/2007","11:56am",-0.04,39.67,40.18,39.43,1573080
"BREAD",71.6254,"6/11/2007","11:56am",0.0954,71.29,71.68,71.15,1630242
"APPLES",63.14,"6/11/2007","11:56am",0.1,62.79,63.19,62.42,1839830
"BANANA",97.97,"6/11/2007","11:55am",-0.22,98.25,98.79,97.74,1056000
"BUNS",53.58,"6/11/2007","11:56am",0.25,53.2,53.58,52.81,3892094
"BUTTER",78.76,"6/11/2007","11:55am",0.24,78.32,78.99,78.06,1252852
"CHEESE",50.73,"6/11/2007","11:56am",-0.4,51.13,51.21,50.59,1632600
"CHERRIES",34.24,"6/11/2007","11:56am",0.04,34.28,34.44,34.12,2414850
"CHIPS",37.44,"6/11/2007","11:56am",0.12,37.07,37.49,37.05,9766201
"COCONUT",31.32,"6/11/2007","11:56am",0.32,31.0,31.62,30.9,5949301
"COFFEE",37.74,"6/11/2007","11:56am",-0.21,37.78,37.83,37.62,3692669
"CELL",57.0,"6/11/2007","11:56am",-0.38,57.25,57.4,56.91,1521042
"COOKIES",46.1,"6/11/2007","11:56am",0.4,45.8,46.29,45.46,4001456
"DEODRANT",103.62,"6/11/2007","11:56am",0.55,102.87,103.71,102.5,2026100
"EGGS",22.0,"6/11/2007","12:01pm",0.17,21.7,22.01,21.69,18388938
"FRESHNER",62.66,"6/11/2007","11:55am",0.53,62.89,62.89,62.15,3236322
"GRAPES",50.54,"6/11/2007","11:56am",0.13,50.41,50.56,50.05,3019600
"MILK",51.52,"6/11/2007","11:55am",-0.15,51.67,51.82,51.32,5345042
"MINT",51.53,"6/11/2007","11:56am",0.12,51.47,51.62,50.98,2134514
"OIL",85.44,"6/11/2007","11:56am",-0.5,85.94,85.98,85.39,905400
"MAT",70.42,"6/11/2007","11:56am",0.12,70.25,70.5,69.76,3926257
"ONIONS",50.79,"6/11/2007","11:56am",0.65,50.3,50.87,50.04,4401700
"PASTE",30.18,"6/11/2007","12:01pm",0.13,30.05,30.25,29.93,18749244
"PEPPER",26.46,"6/11/2007","11:56am",-0.06,26.5,26.53,26.31,8528842
"SOAP",63.04,"6/11/2007","11:56am",-0.03,62.8,63.12,62.75,2418246
"TEA",40.16,"6/11/2007","11:56am",-0.1,40.2,40.25,39.89,5294500
"TISSUES",69.8227,"6/11/2007","11:56am",-0.4073,69.85,70.2,69.51,840000
"TOMATOES",43.28,"6/11/2007","11:56am",0.21,42.95,43.31,42.89,3317345
"TOWEL",49.87,"6/11/2007","11:56am",-0.21,49.9,50.0,49.55,3928833
"YOGURT",83.3,"6/11/2007","11:56am",0.62,82.68,83.39,82.35,4932400
"ALMOND",39.615,"6/11/2007","12:00pm",-0.045,39.67,40.18,39.43,1587980
"BREAD",71.63,"6/11/2007","12:01pm",0.1,71.29,71.68,71.15,1669942
"APPLES",63.141999999999996,"6/11/2007","12:01pm",0.102,62.79,63.19,62.42,1852230
"BANANA",98.0,"6/11/2007","12:01pm",-0.19,98.25,98.79,97.74,1079000
"BUNS",53.53,"6/11/2007","12:01pm",0.2,53.2,53.58,52.81,3992194
"BUTTER",78.76,"6/11/2007","12:01pm",0.24,78.32,78.99,78.06,1270152
"CHEESE",50.69,"6/11/2007","12:01pm",-0.44,51.13,51.21,50.59,1671400
"CHERRIES",34.21,"6/11/2007","12:00pm",0.01,34.28,34.44,34.12,2450550
"CHIPS",37.425,"6/11/2007","12:01pm",0.105,37.07,37.49,37.05,9895501
"COCONUT",31.32,"6/11/2007","12:00pm",0.32,31.0,31.62,30.9,5989901
"COFFEE",37.75,"6/11/2007","12:01pm",-0.2,37.78,37.83,37.62,3816469
"CELL",57.0,"6/11/2007","12:01pm",-0.38,57.25,57.4,56.91,1543942
"COOKIES",46.12,"6/11/2007","12:01pm",0.42,45.8,46.29,45.46,4076156
"DEODRANT",103.63,"6/11/2007","12:00pm",0.56,102.87,103.71,102.5,2060500
"EGGS",21.99,"6/11/2007","12:06pm",0.16,21.7,22.02,21.69,18564224
"FRESHNER",62.631,"6/11/2007","12:01pm",0.501,62.89,62.89,62.15,3282922
"GRAPES",50.6,"6/11/2007","12:01pm",0.19,50.41,50.6,50.05,3118700
"MILK",51.53,"6/11/2007","12:00pm",-0.14,51.67,51.82,51.32,5393742
"MINT",51.5,"6/11/2007","12:01pm",0.09,51.47,51.62,50.98,2171014
"OIL",85.43,"6/11/2007","12:00pm",-0.51,85.94,85.98,85.39,922700
"MAT",70.4,"6/11/2007","12:01pm",0.1,70.25,70.5,69.76,3957957
"ONIONS",50.7475,"6/11/2007","12:01pm",0.6075,50.3,50.87,50.04,4475600
"PASTE",30.1597,"6/11/2007","12:06pm",0.1097,30.05,30.25,29.93,18960388
"PEPPER",26.46,"6/11/2007","12:01pm",-0.06,26.5,26.53,26.31,8624142
"SOAP",63.03,"6/11/2007","12:01pm",-0.04,62.8,63.12,62.75,2475246
"TEA",40.2,"6/11/2007","12:01pm",-0.06,40.2,40.25,39.89,5445500
"TISSUES",69.83,"6/11/2007","12:00pm",-0.4,69.85,70.2,69.51,860200
"TOMATOES",43.28,"6/11/2007","12:00pm",0.21,42.95,43.31,42.89,3361245
"TOWEL",49.87,"6/11/2007","12:01pm",-0.21,49.9,50.0,49.55,4143733
"YOGURT",83.4,"6/11/2007","12:01pm",0.72,82.68,83.46,82.35,5119800
"ALMOND",39.61,"6/11/2007","12:06pm",-0.05,39.67,40.18,39.43,1627080
"BREAD",71.68,"6/11/2007","12:06pm",0.15,71.29,71.68,71.15,1706542
"APPLES",63.0546,"6/11/2007","12:05pm",0.0146,62.79,63.19,62.42,1880930
"BANANA",97.92,"6/11/2007","12:06pm",-0.27,98.25,98.79,97.74,1090100
"BUNS",53.55,"6/11/2007","12:06pm",0.22,53.2,53.65,52.81,4319594
"BUTTER",78.74,"6/11/2007","12:06pm",0.22,78.32,78.99,78.06,1288152
"CHEESE",50.7,"6/11/2007","12:06pm",-0.43,51.13,51.21,50.59,1732500
"CHERRIES",34.22,"6/11/2007","12:06pm",0.02,34.28,34.44,34.12,2493950
"CHIPS",37.4227,"6/11/2007","12:06pm",0.1027,37.07,37.49,37.05,10023701
"COCONUT",31.32,"6/11/2007","12:06pm",0.32,31.0,31.62,30.9,6029201
"COFFEE",37.7401,"6/11/2007","12:06pm",-0.2099,37.78,37.83,37.62,3862469
"CELL",57.0,"6/11/2007","12:06pm",-0.38,57.25,57.4,56.91,1627642
"COOKIES",46.1,"6/11/2007","12:06pm",0.4,45.8,46.29,45.46,4113656
"DEODRANT",103.67,"6/11/2007","12:06pm",0.6,102.87,103.71,102.5,2085800
"EGGS",21.99,"6/11/2007","12:11pm",0.16,21.7,22.02,21.69,18898568
"FRESHNER",62.62,"6/11/2007","12:06pm",0.49,62.89,62.89,62.15,3318522
"GRAPES",50.6,"6/11/2007","12:06pm",0.19,50.41,50.62,50.05,3165700
"MILK",51.52,"6/11/2007","12:05pm",-0.15,51.67,51.82,51.32,5416242
"MINT",51.47,"6/11/2007","12:06pm",0.06,51.47,51.62,50.98,2192514
"OIL",85.41,"6/11/2007","12:05pm",-0.53,85.94,85.98,85.39,941800
"MAT",70.41,"6/11/2007","12:06pm",0.11,70.25,70.5,69.76,3992557
"ONIONS",50.75,"6/11/2007","12:06pm",0.61,50.3,50.87,50.04,4518500
"PASTE",30.13,"6/11/2007","12:11pm",0.08,30.05,30.25,29.93,19296222
"PEPPER",26.43,"6/11/2007","12:06pm",-0.09,26.5,26.53,26.31,8765142
"SOAP",63.02,"6/11/2007","12:06pm",-0.05,62.8,63.12,62.75,2498846
"TEA",40.18,"6/11/2007","12:06pm",-0.08,40.2,40.25,39.89,5544800
"TISSUES",69.89,"6/11/2007","12:05pm",-0.34,69.85,70.2,69.51,873700
"TOMATOES",43.32,"6/11/2007","12:06pm",0.25,42.95,43.34,42.89,3454720
"TOWEL",49.84,"6/11/2007","12:06pm",-0.24,49.9,50.0,49.55,4217433
"YOGURT",83.4,"6/11/2007","12:06pm",0.72,82.68,83.48,82.35,5317100
"ALMOND",39.57,"6/11/2007","12:11pm",-0.09,39.67,40.18,39.43,1657480
"BREAD",71.68,"6/11/2007","12:11pm",0.15,71.29,71.7,71.15,1754142
"APPLES",63.01,"6/11/2007","12:11pm",-0.03,62.79,63.19,62.42,1905230
"BANANA",97.85600000000001,"6/11/2007","12:11pm",-0.33399999999999996,98.25,98.79,97.74,1115200
"BUNS",53.57,"6/11/2007","12:11pm",0.24,53.2,53.65,52.81,4395794
"BUTTER",78.82,"6/11/2007","12:10pm",0.3,78.32,78.99,78.06,1308952
"CHEESE",50.71,"6/11/2007","12:10pm",-0.42,51.13,51.21,50.59,1760700
"CHERRIES",34.23,"6/11/2007","12:11pm",0.03,34.28,34.44,34.12,2537850
"CHIPS",37.4025,"6/11/2007","12:11pm",0.0825,37.07,37.49,37.05,10173701
"COCONUT",31.27,"6/11/2007","12:11pm",0.27,31.0,31.62,30.9,6100601
"COFFEE",37.75,"6/11/2007","12:11pm",-0.2,37.78,37.83,37.62,4021569
"CELL",57.0,"6/11/2007","12:11pm",-0.38,57.25,57.4,56.91,1666742
"COOKIES",46.08,"6/11/2007","12:10pm",0.38,45.8,46.29,45.46,4173956
"DEODRANT",103.56,"6/11/2007","12:11pm",0.49,102.87,103.71,102.5,2111700
"EGGS",21.98,"6/11/2007","12:16pm",0.15,21.7,22.02,21.69,18999740
"FRESHNER",62.56,"6/11/2007","12:11pm",0.43,62.89,62.89,62.15,3392622
"GRAPES",50.6,"6/11/2007","12:11pm",0.19,50.41,50.62,50.05,3283000
"MILK",51.53,"6/11/2007","12:11pm",-0.14,51.67,51.82,51.32,5438042
"MINT",51.455,"6/11/2007","12:11pm",0.045,51.47,51.62,50.98,2250714
"OIL",85.32,"6/11/2007","12:11pm",-0.62,85.94,85.98,85.32,975500
"MAT",70.38,"6/11/2007","12:11pm",0.08,70.25,70.5,69.76,4010457
"ONIONS",50.75,"6/11/2007","12:10pm",0.61,50.3,50.87,50.04,4599200
"PASTE",30.13,"6/11/2007","12:16pm",0.08,30.05,30.25,29.93,19453430
